Date,Comp,Round,Venue,Result,Squad,Opponent,Start,Pos,Min,Gls,Ast,PK,PKatt,Sh,SoT,CrdY,CrdR,Fls,Fld,Off,Crs,TklW,Int,OG,PKwon,PKcon,SonTeamResult,SonTeamScore,OpponentTeamScore,Home_1_Away_0,Points_Won,Day,Touches,Press,Tkl,Blocks,xG,npxG,xA,SCA,GCA,Cmp,Att,Cmp%,PrgDist,Carries,PrgDist.1,Succ,Att.1,Prog,Prog.1,Elo,Elo_Opp,Elo_Diff
2019-09-28,Premier League,7,Home,W 2–1,Tottenham,Southampton,0,FW,63,0,1,0,0,1,1,0,0,,,,,,0,,,,W,2.0,1.0,1.0,3.0,,34,16,3,1,0.0,0.0,0.3,6,2,14,20,70.0,48,36,186,6,14,,,1876,1669,207
2019-10-01,Champions League,Group stage,Home,L 2–7,Tottenham,Bayern Munich,Y,FWRWLM,90,1,0,0,0,5,3,0,0,,,,,,0,,,,,,,,,,35.0,32.0,1.0,0.0,0.7,0.7,0.1,4.0,0.0,18.0,25.0,72.0,47.0,25.0,175.0,3.0,5.0,,,1879,1935,-56
2019-10-05,Premier League,8,Away,L 0–3,Tottenham,Brighton,0,LWAMRW,72,0,0,0,0,0,0,0,0,,,,,,1,,,,L,0.0,3.0,0.0,0.0,,29,27,2,0,0.0,0.0,0.0,1,0,15,20,75.0,32,26,83,2,5,,,1858,1618,240
2019-10-19,Premier League,9,Home,D 1–1,Tottenham,Watford,0,RW,45,0,0,0,0,1,1,0,0,,,,,,0,,,,D,1.0,1.0,1.0,1.0,,34,7,0,0,0.1,0.1,0.0,1,0,22,25,88.0,74,29,158,1,3,,,1836,1641,195
2019-10-22,Champions League,Group stage,Home,W 5–0,Tottenham,Red Star,Y,LW,67,2,0,0,0,4,3,0,0,,,,,,0,,,,,,,,,,51.0,20.0,3.0,1.0,0.5,0.5,0.6,6.0,0.0,32.0,39.0,82.1,189.0,42.0,303.0,6.0,7.0,,,1830,1569,261
2019-10-27,Premier League,10,Away,L 1–2,Tottenham,Liverpool,0,LW,90,0,0,0,0,5,1,0,0,,,,,,1,,,,L,1.0,2.0,0.0,0.0,,40,28,4,0,0.5,0.5,0.0,3,1,17,21,81.0,67,30,151,2,4,,,1843,2050,-207
2019-11-03,Premier League,11,Away,D 1–1,Tottenham,Everton,0,RWFW,78,0,1,0,0,1,0,0,1,,,,,,0,,,,D,1.0,1.0,0.0,1.0,,20,14,0,1,0.0,0.0,0.2,1,1,12,13,92.3,37,18,103,2,5,,,1840,1729,111
2019-11-06,Champions League,Group stage,Away,W 4–0,Tottenham,Red Star,Y,LW,74,2,1,0,0,6,2,0,0,,,,,,2,,,,,,,,,,47.0,17.0,0.0,1.0,1.9,1.9,0.0,2.0,1.0,29.0,34.0,85.3,74.0,42.0,142.0,5.0,7.0,,,1838,1561,277
2019-11-09,Premier League,12,Home,D 1–1,Tottenham,Sheffield Utd,0,LWAM,90,1,0,0,0,7,3,0,0,,,,,,0,,,,D,1.0,1.0,1.0,1.0,,48,18,1,1,0.5,0.5,0.2,8,0,27,30,90.0,90,43,114,6,9,,,1845,1674,171
2019-11-23,Premier League,13,Away,W 3–2,Tottenham,West Ham,0,LW,90,1,1,0,0,3,2,0,0,,,,,,0,,,,W,3.0,2.0,0.0,3.0,,38,14,2,0,0.2,0.2,0.8,5,2,22,27,81.5,110,30,181,2,3,,,1839,1708,131
2019-11-26,Champions League,Group stage,Home,W 4–2,Tottenham,Olympiacos,Y,LW,90,0,1,0,0,2,1,0,0,,,,,,1,,,,,,,,,,41.0,35.0,2.0,3.0,0.0,0.0,0.1,2.0,1.0,22.0,26.0,84.6,67.0,29.0,145.0,1.0,7.0,,,1845,1684,161
2019-11-30,Premier League,14,Home,W 3–2,Tottenham,Bournemouth,0,LW,87,0,2,0,0,2,0,0,0,,,,,,0,,,,W,3.0,2.0,1.0,3.0,,39,31,5,2,0.2,0.2,1.7,4,2,25,27,92.6,139,29,157,0,0,,,1836,1687,149
2019-12-04,Premier League,15,Away,L 1–2,Tottenham,Manchester Utd,0,LW,90,0,0,0,0,1,0,0,0,,,,,,0,,,,L,1.0,2.0,0.0,0.0,,52,19,0,3,0.1,0.1,0.0,2,0,36,44,81.8,118,41,168,7,8,,,1840,1796,44
2019-12-07,Premier League,16,Home,W 5–0,Tottenham,Burnley,0,LW,90,1,1,0,0,3,2,0,0,,,,,,1,,,,W,5.0,0.0,1.0,3.0,,46,14,0,0,0.7,0.7,0.5,8,4,24,31,77.4,157,34,329,5,7,,,1832,1680,152
2019-12-11,Champions League,Group stage,Away,L 1–3,Tottenham,Bayern Munich,N,FW,26,0,0,0,0,1,1,0,0,,,,,,0,,,,,,,,,,9.0,7.0,0.0,0.0,0.4,0.4,0.0,0.0,0.0,3.0,5.0,60.0,0.0,9.0,32.0,2.0,2.0,,,1841,1924,-83
2019-12-15,Premier League,17,Away,W 2–1,Tottenham,Wolves,0,LW,89,0,0,0,0,1,1,0,0,,,,,,0,,,,W,2.0,1.0,0.0,3.0,,35,19,1,0,0.2,0.2,0.0,1,0,21,25,84.0,97,30,96,3,3,,,1837,1761,76
2019-12-22,Premier League,18,Home,L 0–2,Tottenham,Chelsea,0,LWAM,61,0,0,0,0,1,0,0,1,,,,,,0,,,,L,0.0,2.0,1.0,0.0,,22,20,0,1,0.1,0.1,0.0,0,0,13,19,68.4,23,14,29,0,0,,,1845,1849,-4
2020-01-11,Premier League,22,Home,L 0–1,Tottenham,Liverpool,0,LM,90,0,0,0,0,4,1,0,0,,,,,,1,,,,L,0.0,1.0,1.0,0.0,,26,19,2,0,0.4,0.4,0.0,4,0,15,16,93.8,68,20,155,1,3,,,1819,2071,-252
2020-01-18,Premier League,23,Away,D 0–0,Tottenham,Watford,0,LW,90,0,0,0,0,4,2,0,0,,,,,,0,,,,D,0.0,0.0,0.0,1.0,,43,26,0,0,0.2,0.2,0.3,5,0,30,33,90.9,109,41,170,5,7,,,1816,1684,132
2020-01-22,Premier League,24,Home,W 2–1,Tottenham,Norwich City,0,LWFW,90,1,0,0,0,5,1,0,0,,,,,,1,,,,W,2.0,1.0,1.0,3.0,,48,32,0,0,1.0,1.0,0.0,1,1,24,31,77.4,54,33,116,0,2,,,1814,1601,213
2020-02-02,Premier League,25,Home,W 2–0,Tottenham,Manchester City,0,RWLW,90,1,0,0,0,2,2,0,0,,,,,,2,,,,W,2.0,0.0,1.0,3.0,,38,16,1,0,0.2,0.2,0.0,0,0,15,24,62.5,71,26,203,0,1,,,1816,1998,-182
2020-02-16,Premier League,26,Away,W 3–2,Tottenham,Aston Villa,0,FW,90,2,0,0,1,6,5,0,0,,,,,,0,,,,W,3.0,2.0,0.0,3.0,,45,24,0,3,1.8,1.0,0.3,4,1,14,23,60.9,43,24,130,2,4,,,1832,1623,209
2020-06-19,Premier League,30,Home,D 1–1,Tottenham,Manchester Utd,0,LW,90,0,0,0,0,4,2,0,0,,,,,,2,,,,D,1.0,1.0,1.0,1.0,,57,23,2,5,0.1,0.1,0.1,1,0,26,36,72.2,156,33,74,1,2,,,1789,1849,-60
2020-06-23,Premier League,31,Home,W 2–0,Tottenham,West Ham,0,LW,85,0,1,0,0,0,0,0,0,,,,,,0,,,,W,2.0,0.0,1.0,3.0,,55,10,0,3,0.0,0.0,0.6,4,1,40,45,88.9,186,39,164,1,1,,,1789,1665,124
2020-07-02,Premier League,32,Away,L 1–3,Tottenham,Sheffield Utd,0,LWWB,90,0,1,0,0,0,0,0,0,,,,,,1,,,,L,1.0,3.0,0.0,0.0,,45,14,0,1,0.0,0.0,0.7,3,1,31,41,75.6,106,31,138,1,1,,,1795,1682,113
2020-07-06,Premier League,33,Home,W 1–0,Tottenham,Everton,0,LW,77,0,0,0,0,4,2,0,0,,,,,,0,,,,W,1.0,0.0,1.0,3.0,,41,14,0,0,0.2,0.2,0.1,5,0,25,34,73.5,57,23,78,2,2,,,1781,1752,29
2020-07-09,Premier League,34,Away,D 0–0,Tottenham,Bournemouth,0,LW,45,0,0,0,0,1,0,0,0,,,,,,0,,,,D,0.0,0.0,0.0,1.0,,39,4,1,1,0.2,0.2,0.0,1,0,23,33,69.7,111,23,58,0,0,,,1787,1604,183
2020-07-12,Premier League,35,Home,W 2–1,Tottenham,Arsenal,0,AM,89,1,1,0,0,3,2,0,0,,,,,,0,,,,W,2.0,1.0,1.0,3.0,,38,27,1,1,0.6,0.6,0.2,4,1,19,29,65.5,80,27,133,2,3,,,1783,1807,-24
2020-07-15,Premier League,36,Away,W 3–1,Tottenham,Newcastle Utd,0,LWAM,90,1,0,0,0,2,2,0,0,,,,,,0,,,,W,3.0,1.0,0.0,3.0,,45,15,1,0,0.1,0.1,0.0,0,0,32,39,82.1,46,33,78,1,1,,,1791,1695,96
2020-07-19,Premier League,37,Home,W 3–0,Tottenham,Leicester City,0,LW,88,0,0,0,0,2,1,0,0,,,,,,1,,,,W,3.0,0.0,1.0,3.0,,28,7,0,1,0.2,0.2,0.0,2,1,12,15,80.0,49,21,131,2,2,,,1800,1783,17
2020-07-26,Premier League,38,Away,D 1–1,Tottenham,Crystal Palace,0,LW,79,0,0,0,0,1,0,0,0,,,,,,1,,,,D,1.0,1.0,0.0,1.0,,50,13,3,2,0.0,0.0,0.0,2,0,24,33,72.7,74,41,120,3,6,,,1811,1675,136
2020-09-13,Premier League,1,Home,L 0–1,Tottenham,Everton,1,LWAM,90,0,0,0,0,2,1,0,0,,,,,,0,,,,L,0.0,1.0,1.0,0.0,,40,38,1,0,0.1,0.1,0.3,4,0,21,31,67.7,,22,,0,0,1.0,6.0,1799,1711,88
2020-09-20,Premier League,2,Away,W 5–2,Tottenham,Southampton,1,LW,90,4,0,0,0,4,4,0,0,,,,,,0,,,,W,5.0,2.0,0.0,3.0,,38,19,1,1,1.3,1.3,0.2,3,1,19,28,67.9,,24,,1,1,0.0,6.0,1790,1708,82
2020-09-27,Premier League,3,Home,D 1–1,Tottenham,Newcastle Utd,1,LW,45,0,0,0,0,2,0,0,0,,,,,,0,,,,D,1.0,1.0,1.0,1.0,,23,9,0,0,0.1,0.1,0.3,4,1,16,20,80.0,,17,,1,1,1.0,5.0,1803,1669,134
2020-10-04,Premier League,4,Away,W 6–1,Tottenham,Manchester Utd,1,LW,72,2,1,0,0,2,2,0,0,,,,,,0,,,,W,6.0,1.0,0.0,3.0,,42,10,0,1,0.5,0.5,0.8,6,1,34,35,97.1,,25,,1,1,3.0,5.0,1802,1845,-43
2020-10-18,Premier League,5,Home,D 3–3,Tottenham,West Ham,1,LW,79,1,1,0,0,2,2,0,0,,,,,,0,,,,D,3.0,3.0,1.0,1.0,,45,13,0,2,0.5,0.5,0.1,6,2,27,36,75.0,,32,,3,3,6.0,4.0,1824,1706,118
2020-10-26,Premier League,6,Away,W 1–0,Tottenham,Burnley,1,LW,89,1,0,0,0,2,1,0,0,,,,,,0,,,,W,1.0,0.0,0.0,3.0,,54,15,1,0,0.4,0.4,0.0,3,0,36,45,80.0,,32,,0,1,3.0,6.0,1836,1698,138
2020-11-01,Premier League,7,Home,W 2–1,Tottenham,Brighton,1,LW,84,0,0,0,0,1,0,0,0,,,,,,1,,,,W,2.0,1.0,1.0,3.0,,32,18,2,2,0.0,0.0,0.0,2,0,11,21,52.4,,21,,1,1,1.0,3.0,1834,1666,168
2020-11-08,Premier League,8,Away,W 1–0,Tottenham,West Brom,1,LWLM,90,0,0,0,0,3,1,0,0,,,,,,0,,,,W,1.0,0.0,0.0,3.0,,53,16,1,3,0.5,0.5,0.0,2,0,33,39,84.6,,40,,0,0,3.0,8.0,1847,1592,255
2020-11-21,Premier League,9,Home,W 2–0,Tottenham,Manchester City,1,RW,90,1,0,0,0,2,1,0,0,,,,,,0,,,,W,2.0,0.0,1.0,3.0,,34,24,0,2,0.4,0.4,0.0,0,0,17,24,70.8,,24,,1,2,1.0,1.0,1850,1977,-127
2020-11-29,Premier League,10,Away,D 0–0,Tottenham,Chelsea,1,RW,89,0,0,0,0,0,0,0,0,,,,,,0,,,,D,0.0,0.0,0.0,1.0,,42,19,0,2,0.0,0.0,0.0,1,0,32,35,91.4,,30,,2,2,3.0,1.0,1865,1874,-9
2020-12-06,Premier League,11,Home,W 2–0,Tottenham,Arsenal,1,LWFW,87,1,1,0,0,1,1,0,0,,,,,,0,,,,W,2.0,0.0,1.0,3.0,,36,20,1,0,0.0,0.0,0.4,4,1,14,23,60.9,,21,,1,2,1.0,4.0,1859,1804,55
2020-12-13,Premier League,12,Away,D 1–1,Tottenham,Crystal Palace,1,LW,90,0,1,0,0,1,0,0,0,,,,,,0,,,,D,1.0,1.0,0.0,1.0,,35,17,1,3,0.1,0.1,0.2,3,1,20,27,74.1,,18,,1,3,1.0,0.0,1865,1694,171
2020-12-16,Premier League,13,Away,L 1–2,Tottenham,Liverpool,1,FW,86,1,0,0,0,1,1,0,0,,,,,,0,,,,L,1.0,2.0,0.0,0.0,,29,17,0,0,0.4,0.4,0.5,2,0,17,23,73.9,,22,,1,1,3.0,0.0,1861,1968,-107
2020-12-20,Premier League,14,Home,L 0–2,Tottenham,Leicester City,1,LWAM,90,0,0,0,0,2,1,0,0,,,,,,2,,,,L,0.0,2.0,1.0,0.0,,43,19,1,1,0.5,0.5,0.3,2,0,25,33,75.8,,21,,0,1,1.0,1.0,1856,1781,75
2020-12-27,Premier League,15,Away,D 1–1,Tottenham,Wolves,1,FW,83,0,0,0,0,1,1,0,0,,,,,,1,,,,D,1.0,1.0,0.0,1.0,,45,17,0,1,0.1,0.1,0.1,1,0,27,35,77.1,,35,,1,2,1.0,2.0,1841,1770,71
2021-01-02,Premier League,17,Home,W 3–0,Tottenham,Leeds United,1,LWRW,90,1,1,0,0,2,1,0,0,,,,,,4,,,,W,3.0,0.0,1.0,3.0,,47,21,3,1,0.2,0.2,0.5,5,1,27,32,84.4,,32,,1,2,3.0,2.0,1840,1684,156
2021-01-13,Premier League,16,Home,D 1–1,Tottenham,Fulham,1,LW,90,0,0,0,0,4,2,0,0,,,,,,3,,,,D,1.0,1.0,1.0,1.0,,41,21,0,1,0.9,0.9,0.0,1,0,25,33,75.8,,27,,4,4,2.0,2.0,1846,1602,244
2021-01-17,Premier League,19,Away,W 3–1,Tottenham,Sheffield Utd,1,LW,89,0,1,0,0,2,0,0,0,,,,,,0,,,,W,3.0,1.0,0.0,3.0,,37,13,0,4,0.4,0.4,0.4,3,1,15,28,53.6,,18,,0,1,1.0,7.0,1840,1617,223
2021-01-28,Premier League,20,Home,L 1–3,Tottenham,Liverpool,1,LWFW,90,0,0,0,0,2,1,0,0,,,,,,2,,,,L,1.0,3.0,1.0,0.0,,36,12,0,0,0.1,0.1,0.0,0,0,21,26,80.8,,27,,3,4,0.0,3.0,1845,1935,-90
2021-01-31,Premier League,21,Away,L 0–1,Tottenham,Brighton,1,LW,90,0,0,0,0,2,1,0,0,,,,,,0,,,,L,0.0,1.0,0.0,0.0,,43,10,1,0,0.1,0.1,0.1,5,0,28,36,77.8,,32,,2,3,2.0,5.0,1836,1662,174
2021-02-04,Premier League,22,Home,L 0–1,Tottenham,Chelsea,1,LW,90,0,0,0,0,2,1,0,0,,,,,,1,,,,L,0.0,1.0,1.0,0.0,,40,11,1,0,0.1,0.1,0.1,3,0,24,30,80.0,,28,,0,1,2.0,4.0,1824,1835,-11
2021-02-07,Premier League,23,Home,W 2–0,Tottenham,West Brom,1,LW,89,1,0,0,0,3,3,0,0,,,,,,0,,,,W,2.0,0.0,1.0,3.0,,49,10,0,2,0.3,0.3,0.0,2,0,28,37,75.7,,39,,2,2,0.0,10.0,1816,1556,260
2021-02-13,Premier League,24,Away,L 0–3,Tottenham,Manchester City,1,LW,90,0,0,0,0,0,0,0,0,,,,,,3,,,,L,0.0,3.0,0.0,0.0,,45,32,2,0,0.0,0.0,0.0,0,0,25,37,67.6,,35,,1,3,1.0,6.0,1819,1998,-179
